model,Rainfall_MSE,Rainfall_RMSE,Rainfall_MAE,Rainfall_R2,Rainfall_MAPE,Min_Temperature_MSE,Min_Temperature_RMSE,Min_Temperature_MAE,Min_Temperature_R2,Min_Temperature_MAPE,Max_Temperature_MSE,Max_Temperature_RMSE,Max_Temperature_MAE,Max_Temperature_R2,Max_Temperature_MAPE,Overall_MSE,Overall_RMSE,Overall_MAE,Overall_R2,Overall_MAPE,param_hidden_size,param_num_layers,param_output_size,param_dropout,param_bidirectional
gru_multi_output,5850.968287804584,76.4916223373814,53.25691566264473,0.21504695181931,395918772.3210007,0.4066976674953871,0.6377285217828877,0.4669682184855143,0.6105906753634853,1.976886817452168,0.7927241104382827,0.8903505548031532,0.7032631503211128,0.1767455216366121,2.1649997968111885,1950.72256986084,26.006567137989148,18.14238234381712,0.3341277162731358,131972925.4876291,128,2,3,0.2,True
gru_multi_output,7354.7530587944175,85.7598569191578,53.94494128932027,0.045973449727145,634953265.3111501,0.4983285253021333,0.7059238806713747,0.5460001455770956,0.5143121845780818,2.2885281732297544,1.002026396170697,1.0010126853195702,0.8130644463204049,-0.0227557352444811,2.4911827716494552,2452.08447123863,29.15559782838292,18.43466862707259,0.1791766330202485,211651090.03028703,128,2,3,0.2,True
gru_multi_output,6396.836066377739,79.98022297029271,57.70495451582339,0.1595705358585389,297784798.30634075,0.3250454049973216,0.5701275339757953,0.4546308244977678,0.6731945375925132,1.8970229588927263,0.7638963679930644,0.8740116520922729,0.7084477015904018,0.2033196834963778,2.1668296973219543,2132.6416693835768,27.141454052120263,19.622677680637185,0.3453615856491434,99261600.79006448,128,2,3,0.2,True
gru_multi_output,7091.673698757,84.21207573001037,65.82524389868445,0.112420434109466,446859512.4498997,0.5815972077568321,0.7626252079211859,0.6145876450972123,0.4286289190364489,2.548478858169178,1.2929024880495326,1.1370587003534744,0.9230955644087356,-0.231137676419471,2.8366234694926686,2364.516066150936,28.703919879428344,22.454309036063467,0.1033038922421479,148953172.61166734,128,2,3,0.2,True
gru_multi_output,6667.827965277677,81.65676925569414,64.81345756323304,0.1728121946834023,388532180.6866852,0.3279391727487214,0.5726597355749061,0.4276244090153621,0.6764970301145856,1.8079593620982772,0.9671218243819076,0.9834235223859088,0.7695028598491962,0.077033422833095,2.3704427617092896,2223.041008758269,27.73761750455165,22.00352827736587,0.3087808825436943,129510728.28836244,128,2,3,0.2,True
gru_multi_output,6912.529409287649,83.14162260437097,61.55540966187374,0.13066805609433318,474122218.5772271,0.27116614125548544,0.5207361532057145,0.3870036866929796,0.728271952598428,1.637316123640722,0.9937651125771177,0.9968776818532541,0.8138488840173792,0.05966588809272921,2.508881600876869,2304.5981135138277,28.219745479809976,20.918754077528032,0.3062019655951635,158040740.90780827,128,2,3,0.2,True
