model,Rainfall_MSE,Rainfall_RMSE,Rainfall_MAE,Rainfall_R2,Rainfall_MAPE,Min_Temperature_MSE,Min_Temperature_RMSE,Min_Temperature_MAE,Min_Temperature_R2,Min_Temperature_MAPE,Max_Temperature_MSE,Max_Temperature_RMSE,Max_Temperature_MAE,Max_Temperature_R2,Max_Temperature_MAPE,Overall_MSE,Overall_RMSE,Overall_MAE,Overall_R2,Overall_MAPE,param_hidden_size,param_num_layers,param_dropout,param_bidirectional
lstm_attention_multi_output,4997.374272054874,70.69210898010381,51.83037409125134,0.3210731423852421,278003018.50001365,0.1971893748462344,0.4440601027408727,0.3573015030116251,0.8099469971756371,1.4907604448033134,0.6359227868401519,0.7974476702832305,0.6247747499648839,0.3455807684147116,1.917215377810644,1666.069128072187,23.97787225104264,17.60415011474262,0.4922003026585302,92667673.96932983,128,2,0.3,True
lstm_attention_multi_output,4566.986614952209,67.57948368367583,49.18826427786723,0.3873031115415135,265449971.4637001,0.2854872890951204,0.5343101057392798,0.4212759335835774,0.7266485123372359,1.7759301393173397,0.7226226270458938,0.8500721304959326,0.6843894322713217,0.2495468397531928,2.0925828573118443,1522.6649082894498,22.987955306637016,16.764643214574047,0.4544994878773141,88483325.11073771,128,2,0.3,True
lstm_attention_multi_output,8450.594592748235,91.92711565554656,66.92451005489457,0.0789191162195245,659257233.7103451,0.2616808138393665,0.5115474697810228,0.3666047792176942,0.7734200351811419,1.565448566349538,0.6863722303614604,0.8284758477840259,0.620946471755569,0.2621568104445363,1.909044409369049,2817.180881930812,31.08904632437054,22.637353768622614,0.3714986539484009,219752412.394946,128,2,0.3,True
lstm_attention_multi_output,3948.9467879056724,62.84064598574455,42.573511018314385,0.4702179766157998,234826704.39145273,0.19281177713148484,0.43910337863820276,0.3453540802001953,0.8153844737366504,1.439517361297265,0.6007567733341198,0.7750850103918407,0.6075529787275527,0.37610614141531407,1.859992533760804,1316.5801188187127,21.351611458258194,14.508806025747377,0.553902863922588,78275569.23032087,128,2,0.3,True
