model,Rainfall_MSE,Rainfall_RMSE,Rainfall_MAE,Rainfall_R2,Rainfall_MAPE,Min_Temperature_MSE,Min_Temperature_RMSE,Min_Temperature_MAE,Min_Temperature_R2,Min_Temperature_MAPE,Max_Temperature_MSE,Max_Temperature_RMSE,Max_Temperature_MAE,Max_Temperature_R2,Max_Temperature_MAPE,Overall_MSE,Overall_RMSE,Overall_MAE,Overall_R2,Overall_MAPE,param_hidden_size,param_num_layers,param_output_size,param_dropout
lstm_multi_output,7020.7637653294,83.78999800292037,62.72301221859688,0.11705631174374409,268547133.2090022,0.33740611447016516,0.5808666925122882,0.4514191238968461,0.6618947179694228,1.9053305465918875,0.7102317968336272,0.8427525122084343,0.6421012878417969,0.32795468720781096,1.9778957566074271,2340.6038010802345,28.404539069213698,21.272177543445174,0.36896857230699265,89515712.36407615,128,2,3,0.2
