model,Rainfall_MSE,Rainfall_RMSE,Rainfall_MAE,Rainfall_R2,Rainfall_MAPE,Min_Temperature_MSE,Min_Temperature_RMSE,Min_Temperature_MAE,Min_Temperature_R2,Min_Temperature_MAPE,Max_Temperature_MSE,Max_Temperature_RMSE,Max_Temperature_MAE,Max_Temperature_R2,Max_Temperature_MAPE,Overall_MSE,Overall_RMSE,Overall_MAE,Overall_R2,Overall_MAPE,param_cnn_filters,param_kernel_size,param_lstm_hidden,param_lstm_layers,param_output_size,param_dropout
cnn_lstm_multi_output,5910.879596721319,76.88224500313007,56.96860712963467,0.2529124066141316,392457540.9739289,0.32573242602920116,0.57072973115933,0.4627638402974831,0.6739425620581152,1.9265855802550889,0.8691069623665447,0.9322590639766098,0.7433799167848983,0.19119249658937443,2.282922099559476,1970.6914787032383,26.128411266088673,19.391583628905682,0.3726824884205404,130819181.72781219,"[32, 64]",3,96,2,3,0.25
