model,Rainfall_MSE,Rainfall_RMSE,Rainfall_MAE,Rainfall_R2,Rainfall_MAPE,Min_Temperature_MSE,Min_Temperature_RMSE,Min_Temperature_MAE,Min_Temperature_R2,Min_Temperature_MAPE,Max_Temperature_MSE,Max_Temperature_RMSE,Max_Temperature_MAE,Max_Temperature_R2,Max_Temperature_MAPE,Overall_MSE,Overall_RMSE,Overall_MAE,Overall_R2,Overall_MAPE,param_d_model,param_nhead,param_num_layers,param_dim_feedforward,param_output_size,param_dropout
transformer_multi_output,7537.343620663048,86.81787615844475,66.61491512886771,0.047340448415334024,441110873.1961267,0.1849725203405196,0.4300843177105154,0.3255664177660672,0.8148429162945042,1.3755196472447102,0.818905771170734,0.9049341253211385,0.6697756929217644,0.2379106818962352,2.060510699942259,2512.7824996515196,29.38429820049213,22.53675241318518,0.36669801553535786,147036958.87738568,64,4,3,256,3,0.1
